YEAR,PREVIOUS_YEAR,TOSP_CODE,TOSP_DESCRIPTION,TOSP_TABLE_NO,TOSP_COMMON_NAME,SETTING,WARD_TYPE,P25_BILL,P50_BILL,P75_BILL,P25_OPERATION_FEE,P50_OPERATION_FEE,P75_OPERATION_FEE,P25_SURGEON_FEE,P50_SURGEON_FEE,P75_SURGEON_FEE,P25_ANAESTHETIST_FEE,P50_ANAESTHETIST_FEE,P75_ANAESTHETIST_FEE,P25_FACILITY_FEE,P50_FACILITY_FEE,P75_FACILITY_FEE,P25_IMPLANT_FEE,P50_IMPLANT_FEE,P75_IMPLANT_FEE,P25_OTHER_FEE,P50_OTHER_FEE,P75_OTHER_FEE
2020,2019,SF700I,"Intestine/Stomach, Upper Gl endoscopy with polypectomy/ removal of foreign body/diathermy of bleeding lesions / injection of varices / removal of single polyp",2C,"Upper abdomen, scope of food-pipe and stomach with treatment and/or removal of growths",Public Hospitals/ Centres (Unsubsidised),Ward A,"3,479","5,345","8,174","1,238","1,503","1,979",-,-,-,-,-,-,-,-,-,-,-,-,"1,843","3,862","6,340"
2020,2019,SF700I,"Intestine/Stomach, Upper Gl endoscopy with polypectomy/ removal of foreign body/diathermy of bleeding lesions / injection of varices / removal of single polyp",2C,"Upper abdomen, scope of food-pipe and stomach with treatment and/or removal of growths",Public Hospitals/ Centres (Unsubsidised),Ward B1,"3,503","4,455","6,955","1,163","1,192","1,466",-,-,-,-,-,-,-,-,-,-,-,-,"2,134","3,091","5,784"
2020,2019,SF700I,"Intestine/Stomach, Upper Gl endoscopy with polypectomy/ removal of foreign body/diathermy of bleeding lesions / injection of varices / removal of single polyp",2C,"Upper abdomen, scope of food-pipe and stomach with treatment and/or removal of growths",Private Hospitals/ Clinics,Day Surgery,"2,445","2,841","3,388","1,797","2,107","2,470","1,070","1,292","1,712",0,0,0,621,730,849,-,-,-,468,672,963
2020,2019,SF700I,"Intestine/Stomach, Upper Gl endoscopy with polypectomy/ removal of foreign body/diathermy of bleeding lesions / injection of varices / removal of single polyp",2C,"Upper abdomen, scope of food-pipe and stomach with treatment and/or removal of growths",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"2,344","2,574","2,715","1,427","2,011","2,011",-,-,-,-,-,-,-,-,-,-,-,-,576,698,844
2020,2019,SF700I,"Intestine/Stomach, Upper Gl endoscopy with polypectomy/ removal of foreign body/diathermy of bleeding lesions / injection of varices / removal of single polyp",2C,"Upper abdomen, scope of food-pipe and stomach with treatment and/or removal of growths",Private Hospitals/ Clinics,Clinics,"2,033","2,503","3,003","1,017","1,070","1,669",910,"1,038","1,364",n/a,n/a,n/a,0,0,309,-,-,-,846,"1,077","1,445"
2020,2019,SF700I,"Intestine/Stomach, Upper Gl endoscopy with polypectomy/ removal of foreign body/diathermy of bleeding lesions / injection of varices / removal of single polyp",2C,"Upper abdomen, scope of food-pipe and stomach with treatment and/or removal of growths",Public Hospitals/ Centres (Subsidised),Ward B2,"1,447","2,225","3,503",422,447,576,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,983,"1,706","2,927"
2020,2019,SF700I,"Intestine/Stomach, Upper Gl endoscopy with polypectomy/ removal of foreign body/diathermy of bleeding lesions / injection of varices / removal of single polyp",2C,"Upper abdomen, scope of food-pipe and stomach with treatment and/or removal of growths",Public Hospitals/ Centres (Subsidised),Ward C,"1,326","1,926","2,960",241,269,329,-,-,-,-,-,-,-,-,-,-,-,-,"1,045","1,672","2,670"
2020,2019,SF700I,"Intestine/Stomach, Upper Gl endoscopy with polypectomy/ removal of foreign body/diathermy of bleeding lesions / injection of varices / removal of single polyp",2C,"Upper abdomen, scope of food-pipe and stomach with treatment and/or removal of growths",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),704,797,900,415,422,488,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,258,331,442
2020,2019,SF701C,"Colon, Anterior Resection (open or laparoscopic)",6C,"Lower abdomen, partial removal of end of large intestine and rectum (conventional or keyhole surgery)",Private Hospitals/ Clinics,Inpatient,"42,902","46,170","53,979","26,952","29,854","33,867","14,980","16,050","17,174","3,200","3,264","4,013","8,187","10,123","11,919",n/a,n/a,n/a,"14,865","16,166","19,867"
2020,2019,SF701C,"Colon, Anterior Resection (open or laparoscopic)",6C,"Lower abdomen, partial removal of end of large intestine and rectum (conventional or keyhole surgery)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"17,686","22,946","25,857","7,101","12,576","13,546",-,-,-,-,-,-,-,-,-,-,-,-,"9,495","10,771","13,282"
2020,2019,SF701C,"Colon, Anterior Resection (open or laparoscopic)",6C,"Lower abdomen, partial removal of end of large intestine and rectum (conventional or keyhole surgery)",Public Hospitals/ Centres (Subsidised),Ward B2,"5,354","5,972","6,868","1,050","1,226","1,365",-,-,-,-,-,-,-,-,-,-,-,-,"4,024","4,690","5,498"
2020,2019,SF701C,"Colon, Anterior Resection (open or laparoscopic)",6C,"Lower abdomen, partial removal of end of large intestine and rectum (conventional or keyhole surgery)",Public Hospitals/ Centres (Subsidised),Ward C,"3,963","4,641","5,592",561,635,780,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"3,287","3,926","4,749"
2020,2019,SF701I,"Intestine/Stomach, Upper Gl endoscopy with / without biopsy",1B,"Upper abdomen, scope of food-pipe and stomach with or without removal of tissue",Private Hospitals/ Clinics,Inpatient,"5,792","7,363","10,240","1,623","1,848","2,158",856,"1,000","1,070",0,0,0,693,867,"1,008",-,-,-,"3,867","5,575","8,196"
2020,2019,SF701I,"Intestine/Stomach, Upper Gl endoscopy with / without biopsy",1B,"Upper abdomen, scope of food-pipe and stomach with or without removal of tissue",Public Hospitals/ Centres (Unsubsidised),Ward A,"2,873","4,193","5,865",470,497,608,-,-,-,-,-,-,-,-,-,-,-,-,"2,299","3,517","5,205"
2020,2019,SF701I,"Intestine/Stomach, Upper Gl endoscopy with / without biopsy",1B,"Upper abdomen, scope of food-pipe and stomach with or without removal of tissue",Public Hospitals/ Centres (Unsubsidised),Ward B1,"2,310","3,544","5,198",399,417,532,-,-,-,-,-,-,-,-,-,-,-,-,"1,856","3,087","4,656"
2020,2019,SF701I,"Intestine/Stomach, Upper Gl endoscopy with / without biopsy",1B,"Upper abdomen, scope of food-pipe and stomach with or without removal of tissue",Private Hospitals/ Clinics,Day Surgery,"1,758","2,139","2,493","1,251","1,463","1,658",642,820,963,0,0,0,431,656,747,-,-,-,386,635,952
2020,2019,SF701I,"Intestine/Stomach, Upper Gl endoscopy with / without biopsy",1B,"Upper abdomen, scope of food-pipe and stomach with or without removal of tissue",Private Hospitals/ Clinics,Clinics,"1,391","1,850","2,532",749,910,"1,177",589,749,963,0,0,0,0,72,375,-,-,-,321,732,"1,289"
2020,2019,SF701I,"Intestine/Stomach, Upper Gl endoscopy with / without biopsy",1B,"Upper abdomen, scope of food-pipe and stomach with or without removal of tissue",Public Hospitals/ Centres (Subsidised),Ward B2,"1,098","1,655","2,660",143,153,193,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,921,"1,487","2,500"
2020,2019,SF701I,"Intestine/Stomach, Upper Gl endoscopy with / without biopsy",1B,"Upper abdomen, scope of food-pipe and stomach with or without removal of tissue",Public Hospitals/ Centres (Subsidised),Ward C,911,"1,387","2,161",82,87,110,-,-,-,-,-,-,-,-,-,-,-,-,811,"1,291","2,042"
2020,2019,SF701I,"Intestine/Stomach, Upper Gl endoscopy with / without biopsy",1B,"Upper abdomen, scope of food-pipe and stomach with or without removal of tissue",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),904,"1,064","1,241",490,575,670,-,-,-,-,-,-,-,-,-,-,-,-,331,505,657
2020,2019,SF701I,"Intestine/Stomach, Upper Gl endoscopy with / without biopsy",1B,"Upper abdomen, scope of food-pipe and stomach with or without removal of tissue",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),301,342,425,143,153,193,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,132,186,261
2020,2019,SF702C,"Colon, Colonoscopy (diagnostic), fibreoptic with/without biopsy",2C,"Lower abdomen, scope of large intestine with or without biopsy for diagnosis",Private Hospitals/ Clinics,Inpatient,"4,661","7,063","10,297","2,190","2,598","3,111","1,471","1,712","1,926",0,0,0,557,814,"1,062",-,-,-,"2,084","4,399","7,167"
2020,2019,SF702C,"Colon, Colonoscopy (diagnostic), fibreoptic with/without biopsy",2C,"Lower abdomen, scope of large intestine with or without biopsy for diagnosis",Public Hospitals/ Centres (Unsubsidised),Ward A,"3,201","4,935","6,499",958,"1,411","1,761",-,-,-,-,-,-,-,-,-,-,-,-,"1,987","3,536","4,676"
2020,2019,SF702C,"Colon, Colonoscopy (diagnostic), fibreoptic with/without biopsy",2C,"Lower abdomen, scope of large intestine with or without biopsy for diagnosis",Public Hospitals/ Centres (Unsubsidised),Ward B1,"2,965","4,595","6,698",957,"1,283","1,687",-,-,-,-,-,-,-,-,-,-,-,-,"1,679","3,170","5,208"
2020,2019,SF702C,"Colon, Colonoscopy (diagnostic), fibreoptic with/without biopsy",2C,"Lower abdomen, scope of large intestine with or without biopsy for diagnosis",Private Hospitals/ Clinics,Day Surgery,"2,233","2,590","3,061","1,740","2,076","2,387","1,177","1,498","1,712",0,0,0,402,493,672,-,-,-,275,436,670
2020,2019,SF702C,"Colon, Colonoscopy (diagnostic), fibreoptic with/without biopsy",2C,"Lower abdomen, scope of large intestine with or without biopsy for diagnosis",Private Hospitals/ Clinics,Clinics,"1,840","2,309","2,750","1,348","1,598","1,712","1,078","1,284","1,605",0,0,0,0,174,312,-,-,-,300,638,915
2020,2019,SF702C,"Colon, Colonoscopy (diagnostic), fibreoptic with/without biopsy",2C,"Lower abdomen, scope of large intestine with or without biopsy for diagnosis",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"1,476","2,020","2,254","1,143","1,585","2,011",-,-,-,-,-,-,-,-,-,-,-,-,238,267,391
2020,2019,SF702C,"Colon, Colonoscopy (diagnostic), fibreoptic with/without biopsy",2C,"Lower abdomen, scope of large intestine with or without biopsy for diagnosis",Public Hospitals/ Centres (Subsidised),Ward B2,"1,329","1,827","2,555",418,440,576,-,-,-,-,-,-,-,-,-,-,-,-,884,"1,326","2,081"
2020,2019,SF702C,"Colon, Colonoscopy (diagnostic), fibreoptic with/without biopsy",2C,"Lower abdomen, scope of large intestine with or without biopsy for diagnosis",Public Hospitals/ Centres (Subsidised),Ward C,956,"1,365","2,323",239,279,329,-,-,-,-,-,-,-,-,-,-,-,-,686,"1,060","2,017"
2020,2019,SF702C,"Colon, Colonoscopy (diagnostic), fibreoptic with/without biopsy",2C,"Lower abdomen, scope of large intestine with or without biopsy for diagnosis",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),507,576,677,397,440,576,-,-,-,-,-,-,-,-,-,-,-,-,97,114,154
2020,2019,SF703C,"Colon, Colonoscopy (screening), fibreoptic with/without biopsy",2C,"Lower abdomen, scope of large intestine with or without biopsy for screening",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),394,397,403,249,255,271,-,-,-,-,-,-,-,-,-,-,-,-,123,148,148
2020,2019,SF703R,"Rectum, Ultra-low Anterior Resection (Total Mesorectal Excision) With/Without PLND",6C,"Lower abdomen, partial removal of rectum",Public Hospitals/ Centres (Subsidised),Ward B2,"5,828","7,356","11,199","1,365","1,546","4,468",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"4,382","5,069","5,977"
2020,2019,SF703R,"Rectum, Ultra-low Anterior Resection (Total Mesorectal Excision) With/Without PLND",6C,"Lower abdomen, partial removal of rectum",Public Hospitals/ Centres (Subsidised),Ward C,"5,206","6,366","10,204",567,812,"3,835",-,-,-,-,-,-,-,-,-,-,-,-,"4,238","5,105","7,238"
2020,2019,SF704C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyp (single or multiple less than 1cm)",3A,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (single or <1cm)",Private Hospitals/ Clinics,Inpatient,"5,327","7,488","10,556","2,796","3,211","3,805","1,816","1,980","2,140",n/a,n/a,n/a,871,"1,065","1,397",-,-,-,"2,014","3,886","7,605"
2020,2019,SF704C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyp (single or multiple less than 1cm)",3A,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (single or <1cm)",Private Hospitals/ Clinics,Day Surgery,"2,950","3,338","3,895","2,347","2,814","3,143","1,605","1,926","2,195",0,0,0,662,779,953,-,-,-,343,535,786
2020,2019,SF704C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyp (single or multiple less than 1cm)",3A,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (single or <1cm)",Private Hospitals/ Clinics,Clinics,"2,250","3,004","3,594","1,605","1,776","2,293","1,338","1,429","1,926",n/a,n/a,n/a,0,0,553,-,-,-,600,856,"1,511"
2020,2019,SF704C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyp (single or multiple less than 1cm)",3A,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (single or <1cm)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"2,307","2,624","3,259","1,668","2,060","2,592",-,-,-,-,-,-,-,-,-,-,-,-,529,645,828
2020,2019,SF704C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyp (single or multiple less than 1cm)",3A,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (single or <1cm)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,510","1,979","2,904",531,588,753,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,910,"1,421","2,221"
2020,2019,SF704C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyp (single or multiple less than 1cm)",3A,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (single or <1cm)",Public Hospitals/ Centres (Subsidised),Ward C,"1,088","1,477","2,229",304,352,430,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,694,"1,120","1,861"
2020,2019,SF704C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyp (single or multiple less than 1cm)",3A,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (single or <1cm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),773,853,990,531,596,753,-,-,-,-,-,-,-,-,-,-,-,-,202,251,326
2020,2019,SF705C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyps (multiple more than 1cm)",3B,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (multiple or >1cm)",Private Hospitals/ Clinics,Day Surgery,"3,335","3,919","4,697","2,717","3,311","4,089","1,862","2,277","2,675",n/a,n/a,n/a,792,"1,023","1,520",-,-,-,333,575,796
2020,2019,SF705C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyps (multiple more than 1cm)",3B,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (multiple or >1cm)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"3,052","3,259","4,035","2,288","2,414","2,909",-,-,-,-,-,-,-,-,-,-,-,-,709,894,"1,422"
2020,2019,SF705C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyps (multiple more than 1cm)",3B,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (multiple or >1cm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),989,"1,124","1,318",661,726,741,-,-,-,-,-,-,-,-,-,-,-,-,300,395,517
2020,2019,SF706G,Gallbladder (acute/complicated) open or laparascopic cholecyestectomy,4C,"Upper abdomen, removal of gallbladder (emergency or complicated)",Private Hospitals/ Clinics,Inpatient,"18,217","22,066","27,462","13,283","15,657","17,594","6,420","8,560","9,202","1,600","2,125","2,250","4,532","5,527","6,606",n/a,n/a,n/a,"4,377","6,584","10,310"
2020,2019,SF706G,Gallbladder (acute/complicated) open or laparascopic cholecyestectomy,4C,"Upper abdomen, removal of gallbladder (emergency or complicated)",Public Hospitals/ Centres (Unsubsidised),Ward A,"7,524","9,341","10,686","4,186","4,460","5,537",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"2,870","4,447","5,991"
2020,2019,SF706G,Gallbladder (acute/complicated) open or laparascopic cholecyestectomy,4C,"Upper abdomen, removal of gallbladder (emergency or complicated)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"6,721","8,730","10,315","3,571","3,842","4,989",-,-,-,-,-,-,-,-,-,-,-,-,"2,787","4,222","5,866"
2020,2019,SF706G,Gallbladder (acute/complicated) open or laparascopic cholecyestectomy,4C,"Upper abdomen, removal of gallbladder (emergency or complicated)",Public Hospitals/ Centres (Subsidised),Ward B2,"2,034","2,713","3,483",850,968,"1,325",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,954,"1,638","2,343"
2020,2019,SF706G,Gallbladder (acute/complicated) open or laparascopic cholecyestectomy,4C,"Upper abdomen, removal of gallbladder (emergency or complicated)",Public Hospitals/ Centres (Subsidised),Ward C,"1,742","2,171","2,737",561,758,780,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,029","1,498","1,998"
2020,2019,SF706G,Gallbladder (acute/complicated) open or laparascopic cholecyestectomy,4C,"Upper abdomen, removal of gallbladder (emergency or complicated)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,610","1,877","2,121",920,"1,067","1,365",-,-,-,-,-,-,-,-,-,-,-,-,635,721,813
2020,2019,SF708B,"Bile Duct, Endoscopic Retrograde Cholangiopancreatography (ERCP) with sphincerotomy /removal of stone/ insertion of biliary stent",3C,"Upper abdomen, scope of bile duct and pancreatic duct with treatment",Private Hospitals/ Clinics,Inpatient,"10,857","15,041","19,879","6,989","8,394","9,644","3,852","4,280","4,655",900,"1,000","1,070","2,196","3,138","4,229",n/a,n/a,n/a,"2,874","5,251","10,726"
2020,2019,SF708B,"Bile Duct, Endoscopic Retrograde Cholangiopancreatography (ERCP) with sphincerotomy /removal of stone/ insertion of biliary stent",3C,"Upper abdomen, scope of bile duct and pancreatic duct with treatment",Public Hospitals/ Centres (Unsubsidised),Ward B1,"8,024","9,717","12,041","2,096","2,473","3,688",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"4,905","6,872","8,778"
2020,2019,SF708B,"Bile Duct, Endoscopic Retrograde Cholangiopancreatography (ERCP) with sphincerotomy /removal of stone/ insertion of biliary stent",3C,"Upper abdomen, scope of bile duct and pancreatic duct with treatment",Public Hospitals/ Centres (Unsubsidised),Ward A,"7,314","9,282","12,553","2,612","2,725","4,098",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"3,942","6,393","9,177"
2020,2019,SF708B,"Bile Duct, Endoscopic Retrograde Cholangiopancreatography (ERCP) with sphincerotomy /removal of stone/ insertion of biliary stent",3C,"Upper abdomen, scope of bile duct and pancreatic duct with treatment",Public Hospitals/ Centres (Subsidised),Ward B2,"2,006","3,175","4,185",826,891,"1,133",-,-,-,-,-,-,-,-,-,0,0,0,"1,058","2,093","3,092"
2020,2019,SF708B,"Bile Duct, Endoscopic Retrograde Cholangiopancreatography (ERCP) with sphincerotomy /removal of stone/ insertion of biliary stent",3C,"Upper abdomen, scope of bile duct and pancreatic duct with treatment",Public Hospitals/ Centres (Subsidised),Ward C,"2,036","2,672","3,447",471,524,647,-,-,-,-,-,-,-,-,-,0,0,0,"1,412","2,064","2,854"
2020,2019,SF708B,"Bile Duct, Endoscopic Retrograde Cholangiopancreatography (ERCP) with sphincerotomy /removal of stone/ insertion of biliary stent",3C,"Upper abdomen, scope of bile duct and pancreatic duct with treatment",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,237","1,473","1,626",672,804,"1,133",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,445,572,802
2020,2019,SF710C,"Colon, Sigmoid, Sigmoidoscopy (flexible), Fibreoptic with/without biopsy",1B,"Lower abdomen, scope of the lower large intestine ",Private Hospitals/ Clinics,Inpatient,"6,089","8,809","14,931","1,414","1,770","2,345",749,901,"1,070",n/a,n/a,n/a,547,881,"1,148",-,-,-,"4,503","6,555","12,940"
2020,2019,SF710C,"Colon, Sigmoid, Sigmoidoscopy (flexible), Fibreoptic with/without biopsy",1B,"Lower abdomen, scope of the lower large intestine ",Public Hospitals/ Centres (Unsubsidised),Ward A,"3,519","4,936","8,351",486,502,591,-,-,-,-,-,-,-,-,-,-,-,-,"2,952","4,345","7,888"
2020,2019,SF710C,"Colon, Sigmoid, Sigmoidoscopy (flexible), Fibreoptic with/without biopsy",1B,"Lower abdomen, scope of the lower large intestine ",Private Hospitals/ Clinics,Day Surgery,"1,635","1,918","2,644","1,194","1,445","1,753",642,749,"1,070",n/a,n/a,n/a,451,622,805,-,-,-,299,490,792
2020,2019,SF710C,"Colon, Sigmoid, Sigmoidoscopy (flexible), Fibreoptic with/without biopsy",1B,"Lower abdomen, scope of the lower large intestine ",Public Hospitals/ Centres (Subsidised),Ward B2,938,"1,592","2,797",145,159,193,-,-,-,-,-,-,-,-,-,-,-,-,778,"1,449","2,617"
2020,2019,SF710C,"Colon, Sigmoid, Sigmoidoscopy (flexible), Fibreoptic with/without biopsy",1B,"Lower abdomen, scope of the lower large intestine ",Public Hospitals/ Centres (Subsidised),Ward C,854,"1,415","2,297",82,91,110,-,-,-,-,-,-,-,-,-,-,-,-,768,"1,322","2,215"
2020,2019,SF710C,"Colon, Sigmoid, Sigmoidoscopy (flexible), Fibreoptic with/without biopsy",1B,"Lower abdomen, scope of the lower large intestine ",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),782,891,"1,113",529,582,670,-,-,-,-,-,-,-,-,-,-,-,-,209,298,515
2020,2019,SF710C,"Colon, Sigmoid, Sigmoidoscopy (flexible), Fibreoptic with/without biopsy",1B,"Lower abdomen, scope of the lower large intestine ",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),238,284,366,143,159,176,-,-,-,-,-,-,-,-,-,-,-,-,88,123,196
2020,2019,SF723A,"Appendix, Various Lesions/Abscess, Appendicectomy with Drainage (Open/Laparoscopic)",4A,"Lower abdomen, removal of appendix with drainage of infection (conventional or keyhole surgery)",Private Hospitals/ Clinics,Inpatient,"20,816","24,090","27,980","12,290","14,204","17,178","5,350","6,848","8,560","1,400","1,700","2,140","4,543","5,878","7,012",n/a,n/a,n/a,"7,164","9,560","12,269"
2020,2019,SF723A,"Appendix, Various Lesions/Abscess, Appendicectomy with Drainage (Open/Laparoscopic)",4A,"Lower abdomen, removal of appendix with drainage of infection (conventional or keyhole surgery)",Public Hospitals/ Centres (Unsubsidised),Ward A,"7,590","9,791","12,592","3,036","3,237","4,417",-,-,-,-,-,-,-,-,-,-,-,-,"4,573","6,265","8,887"
2020,2019,SF723A,"Appendix, Various Lesions/Abscess, Appendicectomy with Drainage (Open/Laparoscopic)",4A,"Lower abdomen, removal of appendix with drainage of infection (conventional or keyhole surgery)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"5,858","7,023","10,479","2,351","2,735","3,411",-,-,-,-,-,-,-,-,-,-,-,-,"3,312","4,019","7,415"
2020,2019,SF723A,"Appendix, Various Lesions/Abscess, Appendicectomy with Drainage (Open/Laparoscopic)",4A,"Lower abdomen, removal of appendix with drainage of infection (conventional or keyhole surgery)",Public Hospitals/ Centres (Subsidised),Ward B2,"2,543","2,923","3,698",960,968,"1,050",-,-,-,-,-,-,-,-,-,-,-,-,"1,541","1,897","2,680"
2020,2019,SF723A,"Appendix, Various Lesions/Abscess, Appendicectomy with Drainage (Open/Laparoscopic)",4A,"Lower abdomen, removal of appendix with drainage of infection (conventional or keyhole surgery)",Public Hospitals/ Centres (Subsidised),Ward C,"1,777","2,173","2,980",506,584,780,-,-,-,-,-,-,-,-,-,-,-,-,"1,195","1,584","2,208"
2020,2019,SF801G,"Gallbladder, Various Lesions, Cholecystectomy (open or lap)",4A,"Gallbladder, removal of gallbladder (simple)",Private Hospitals/ Clinics,Inpatient,"15,701","18,383","20,991","11,897","14,203","15,613","5,500","7,490","8,132","1,375","1,712","2,000","4,436","5,187","5,836",n/a,n/a,n/a,"2,841","3,707","5,638"
2020,2019,SF801G,"Gallbladder, Various Lesions, Cholecystectomy (open or lap)",4A,"Gallbladder, removal of gallbladder (simple)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"4,391","6,476","7,539","2,659","3,066","4,836",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,655","2,136","2,962"
2020,2019,SF801G,"Gallbladder, Various Lesions, Cholecystectomy (open or lap)",4A,"Gallbladder, removal of gallbladder (simple)",Public Hospitals/ Centres (Unsubsidised),Ward A,"4,714","5,984","8,069","3,022","3,404","5,109",-,-,-,-,-,-,-,-,-,-,-,-,"1,589","2,154","3,300"
2020,2019,SF801G,"Gallbladder, Various Lesions, Cholecystectomy (open or lap)",4A,"Gallbladder, removal of gallbladder (simple)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"4,502","5,417","7,100","3,089","4,213","5,373",-,-,-,-,-,-,-,-,-,-,-,-,"1,198","1,381","1,752"
2020,2019,SF801G,"Gallbladder, Various Lesions, Cholecystectomy (open or lap)",4A,"Gallbladder, removal of gallbladder (simple)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,582","1,751","2,482",960,968,"1,365",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,620,752,"1,224"
2020,2019,SF801G,"Gallbladder, Various Lesions, Cholecystectomy (open or lap)",4A,"Gallbladder, removal of gallbladder (simple)",Public Hospitals/ Centres (Subsidised),Ward C,"1,369","1,662","2,192",577,671,826,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,690,868,"1,498"
2020,2019,SF801G,"Gallbladder, Various Lesions, Cholecystectomy (open or lap)",4A,"Gallbladder, removal of gallbladder (simple)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,496","1,593","2,037",885,968,"1,365",-,-,-,-,-,-,-,-,-,-,-,-,572,632,722
2020,2019,SF803C,"Colon, Various Lesions, Right/Left Hemicolectomy (laparoscopic or open)",5C,"Lower abdomen, partial removal of large intestine",Private Hospitals/ Clinics,Inpatient,"31,994","39,796","51,039","19,648","24,285","29,822","8,988","13,375","15,462","2,140","3,210","3,745","6,898","8,302","10,021",-,-,-,"11,006","15,641","21,934"
2020,2019,SF803C,"Colon, Various Lesions, Right/Left Hemicolectomy (laparoscopic or open)",5C,"Lower abdomen, partial removal of large intestine",Public Hospitals/ Centres (Unsubsidised),Ward B1,"14,767","17,392","22,239","5,004","7,038","8,844",-,-,-,-,-,-,-,-,-,-,-,-,"8,353","10,358","14,326"
2020,2019,SF803C,"Colon, Various Lesions, Right/Left Hemicolectomy (laparoscopic or open)",5C,"Lower abdomen, partial removal of large intestine",Public Hospitals/ Centres (Subsidised),Ward B2,"4,993","5,656","7,036","1,050","1,235","1,365",-,-,-,-,-,-,-,-,-,-,-,-,"3,680","4,354","5,738"
2020,2019,SF803C,"Colon, Various Lesions, Right/Left Hemicolectomy (laparoscopic or open)",5C,"Lower abdomen, partial removal of large intestine",Public Hospitals/ Centres (Subsidised),Ward C,"3,663","4,535","5,807",635,635,780,-,-,-,-,-,-,-,-,-,-,-,-,"2,990","3,803","5,148"
2020,2019,SF804T,"Tongue, Tongue Tie, Release",1A,"Tongue, correction of tongue tie",Private Hospitals/ Clinics,Clinics,476,551,637,350,350,400,350,350,400,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,87,201,237
2020,2019,SF804T,"Tongue, Tongue Tie, Release",1A,"Tongue, correction of tongue tie",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),216,348,452,115,137,300,-,-,-,-,-,-,-,-,-,-,-,-,88,143,169
