YEAR,TOPS_CODE,TOSP_DESCRIPTION,TOSP_TABLE_NO,TOSP_COMMON_NAME,SETTING,WARD_TYPE,P25_BILL,P50_BILL,P75_BILL,P25_OPERATION_FEE,P50_OPERATION_FEE,P75_OPERATION_FEE,P25_SURGEON_FEE,P50_SURGEON_FEE,P75_SURGEON_FEE,P25_ANAESTHETIST_FEE,P50_ANAESTHETIST_FEE,P75_ANAESTHETIST_FEE,P25_FACILITY_FEE,P50_FACILITY_FEE,P75_FACILITY_FEE,P25_IMPLANT_FEE,P50_IMPLANT_FEE,P75_IMPLANT_FEE,P25_OTHER_FEE,P50_OTHER_FEE,P75_OTHER_FEE
2019,SF704C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyp (single or multiple less than 1cm)",3A,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (single or <1cm)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"2,200","2,627","3,061","1,541","2,028","2,446",-,-,-,-,-,-,-,-,-,-,-,-,498,595,741
2019,SF704C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyp (single or multiple less than 1cm)",3A,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (single or <1cm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),762,817,920,506,596,627,-,-,-,-,-,-,-,-,-,-,-,-,184,235,297
2019,SF704C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyp (single or multiple less than 1cm)",3A,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (single or <1cm)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"3,663","4,489","5,336","1,286","1,434","2,201",-,-,-,-,-,-,-,-,-,-,-,-,"1,920","2,823","3,693"
2019,SF704C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyp (single or multiple less than 1cm)",3A,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (single or <1cm)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,347","1,775","2,705",505,596,711,-,-,-,-,-,-,-,-,-,-,-,-,833,"1,189","2,126"
2019,SF704C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyp (single or multiple less than 1cm)",3A,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (single or <1cm)",Public Hospitals/ Centres (Subsidised),Ward C,"1,083","1,396","2,369",304,342,406,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,738,"1,053","1,911"
2019,SF705C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyps (multiple more than 1cm)",3B,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (multiple or >1cm)",Private Hospitals/ Clinics,Day Surgery,"3,188","3,755","4,787","2,568","3,190","4,062","1,712","2,140","2,622",n/a,n/a,n/a,714,939,"1,322",-,-,-,314,512,894
2019,SF705C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyps (multiple more than 1cm)",3B,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (multiple or >1cm)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"2,919","3,445","4,027","2,036","2,389","3,192",-,-,-,-,-,-,-,-,-,-,-,-,658,885,"1,273"
2019,SF705C,"Colon, Colonoscopy (diagnostic), fibreoptic with removal of polyps (multiple more than 1cm)",3B,"Lower abdomen, scope of large intestine for diagnosis with removal of growth (multiple or >1cm)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),984,"1,109","1,229",654,726,887,-,-,-,-,-,-,-,-,-,-,-,-,255,342,468
2019,SF706G,Gallbladder (acute/complicated) open or laparascopic cholecyestectomy,4C,"Upper abdomen, removal of gallbladder (emergency or complicated)",Private Hospitals/ Clinics,Inpatient,"17,238","22,107","27,776","12,829","15,308","17,986","6,420","8,025","9,498","1,560","1,873","2,140","4,480","5,593","6,626",n/a,n/a,n/a,"3,415","5,861","10,262"
2019,SF706G,Gallbladder (acute/complicated) open or laparascopic cholecyestectomy,4C,"Upper abdomen, removal of gallbladder (emergency or complicated)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,387","1,687","2,048",850,850,"1,287",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,537,658,794
2019,SF706G,Gallbladder (acute/complicated) open or laparascopic cholecyestectomy,4C,"Upper abdomen, removal of gallbladder (emergency or complicated)",Public Hospitals/ Centres (Unsubsidised),Ward A,"7,908","9,664","11,440","4,077","4,238","5,537",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"3,297","5,005","6,865"
2019,SF706G,Gallbladder (acute/complicated) open or laparascopic cholecyestectomy,4C,"Upper abdomen, removal of gallbladder (emergency or complicated)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"6,697","7,848","9,525","3,502","3,624","5,114",-,-,-,-,-,-,-,-,-,-,-,-,"2,841","3,565","5,163"
2019,SF706G,Gallbladder (acute/complicated) open or laparascopic cholecyestectomy,4C,"Upper abdomen, removal of gallbladder (emergency or complicated)",Public Hospitals/ Centres (Subsidised),Ward B2,"2,024","2,733","3,505",850,973,"1,243",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,912,"1,682","2,421"
2019,SF706G,Gallbladder (acute/complicated) open or laparascopic cholecyestectomy,4C,"Upper abdomen, removal of gallbladder (emergency or complicated)",Public Hospitals/ Centres (Subsidised),Ward C,"1,634","2,087","2,718",486,570,735,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,979,"1,508","2,138"
2019,SF708B,"Bile Duct, Endoscopic Retrograde Cholangiopancreatography (ERCP) with sphincerotomy /removal of stone/ insertion of biliary stent",3C,"Upper abdomen, scope of bile duct and pancreatic duct with treatment",Private Hospitals/ Clinics,Inpatient,"11,048","14,327","19,449","6,998","8,413","10,230","3,745","4,280","4,280",800,"1,000","1,200","2,327","3,316","4,321",n/a,n/a,n/a,"2,963","5,598","9,443"
2019,SF708B,"Bile Duct, Endoscopic Retrograde Cholangiopancreatography (ERCP) with sphincerotomy /removal of stone/ insertion of biliary stent",3C,"Upper abdomen, scope of bile duct and pancreatic duct with treatment",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,132","1,412","1,629",625,804,"1,068",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,431,553,677
2019,SF708B,"Bile Duct, Endoscopic Retrograde Cholangiopancreatography (ERCP) with sphincerotomy /removal of stone/ insertion of biliary stent",3C,"Upper abdomen, scope of bile duct and pancreatic duct with treatment",Public Hospitals/ Centres (Unsubsidised),Ward A,"5,777","8,997","11,806","2,351","2,645","3,865",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"3,123","6,078","7,985"
2019,SF708B,"Bile Duct, Endoscopic Retrograde Cholangiopancreatography (ERCP) with sphincerotomy /removal of stone/ insertion of biliary stent",3C,"Upper abdomen, scope of bile duct and pancreatic duct with treatment",Public Hospitals/ Centres (Unsubsidised),Ward B1,"6,954","8,321","11,071","1,906","2,246","3,478",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"3,525","5,287","7,760"
2019,SF708B,"Bile Duct, Endoscopic Retrograde Cholangiopancreatography (ERCP) with sphincerotomy /removal of stone/ insertion of biliary stent",3C,"Upper abdomen, scope of bile duct and pancreatic duct with treatment",Public Hospitals/ Centres (Subsidised),Ward B2,"2,079","2,984","4,028",821,891,"1,068",-,-,-,-,-,-,-,-,-,0,0,0,"1,089","2,007","2,973"
2019,SF708B,"Bile Duct, Endoscopic Retrograde Cholangiopancreatography (ERCP) with sphincerotomy /removal of stone/ insertion of biliary stent",3C,"Upper abdomen, scope of bile duct and pancreatic duct with treatment",Public Hospitals/ Centres (Subsidised),Ward C,"2,006","2,548","3,450",428,482,610,-,-,-,-,-,-,-,-,-,0,0,0,"1,424","2,009","2,844"
2019,SF710C,"Colon, Sigmoid, Sigmoidoscopy (flexible), Fibreoptic with/without biopsy",1B,"Lower abdomen, scope of the lower large intestine ",Private Hospitals/ Clinics,Day Surgery,"1,550","1,965","2,887","1,168","1,400","1,745",642,750,"1,070",n/a,n/a,n/a,425,543,725,-,-,-,316,462,806
2019,SF710C,"Colon, Sigmoid, Sigmoidoscopy (flexible), Fibreoptic with/without biopsy",1B,"Lower abdomen, scope of the lower large intestine ",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),785,868,"1,064",493,575,614,-,-,-,-,-,-,-,-,-,-,-,-,211,309,489
2019,SF710C,"Colon, Sigmoid, Sigmoidoscopy (flexible), Fibreoptic with/without biopsy",1B,"Lower abdomen, scope of the lower large intestine ",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),250,276,328,143,145,169,-,-,-,-,-,-,-,-,-,-,-,-,84,123,175
2019,SF710C,"Colon, Sigmoid, Sigmoidoscopy (flexible), Fibreoptic with/without biopsy",1B,"Lower abdomen, scope of the lower large intestine ",Public Hospitals/ Centres (Subsidised),Ward B2,"1,029","1,534","2,378",143,159,182,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,886,"1,364","2,224"
2019,SF710C,"Colon, Sigmoid, Sigmoidoscopy (flexible), Fibreoptic with/without biopsy",1B,"Lower abdomen, scope of the lower large intestine ",Public Hospitals/ Centres (Subsidised),Ward C,826,"1,253","2,299",82,83,104,-,-,-,-,-,-,-,-,-,-,-,-,735,"1,160","2,211"
2019,SF723A,"Appendix, Various Lesions/Abscess, Appendicectomy with Drainage (Open/Laparoscopic)",4A,"Lower abdomen, removal of appendix with drainage of infection (conventional or keyhole surgery)",Private Hospitals/ Clinics,Inpatient,"19,596","23,348","27,797","12,336","14,241","16,891","5,264","6,848","8,560","1,498","1,605","2,000","4,740","5,723","6,660",n/a,n/a,n/a,"6,661","8,615","11,111"
2019,SF723A,"Appendix, Various Lesions/Abscess, Appendicectomy with Drainage (Open/Laparoscopic)",4A,"Lower abdomen, removal of appendix with drainage of infection (conventional or keyhole surgery)",Public Hospitals/ Centres (Unsubsidised),Ward A,"6,806","8,391","12,343","2,552","3,092","4,167",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"3,668","5,160","7,701"
2019,SF723A,"Appendix, Various Lesions/Abscess, Appendicectomy with Drainage (Open/Laparoscopic)",4A,"Lower abdomen, removal of appendix with drainage of infection (conventional or keyhole surgery)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"5,466","6,362","9,557","2,169","2,619","3,141",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"3,020","3,841","6,480"
2019,SF723A,"Appendix, Various Lesions/Abscess, Appendicectomy with Drainage (Open/Laparoscopic)",4A,"Lower abdomen, removal of appendix with drainage of infection (conventional or keyhole surgery)",Public Hospitals/ Centres (Subsidised),Ward B2,"2,311","2,872","3,548",880,960,"1,027",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,360","1,864","2,610"
2019,SF723A,"Appendix, Various Lesions/Abscess, Appendicectomy with Drainage (Open/Laparoscopic)",4A,"Lower abdomen, removal of appendix with drainage of infection (conventional or keyhole surgery)",Public Hospitals/ Centres (Subsidised),Ward C,"1,766","2,315","3,214",510,562,603,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,246","1,726","2,595"
2019,SF801G,"Gallbladder, Various Lesions, Cholecystectomy (open or lap)",4A,"Gallbladder, removal of gallbladder (simple)",Private Hospitals/ Clinics,Inpatient,"16,064","18,792","21,503","12,130","14,286","16,379","5,885","7,490","8,560","1,500","1,750","2,000","4,161","5,043","6,001",-,-,-,"2,788","3,780","5,747"
2019,SF801G,"Gallbladder, Various Lesions, Cholecystectomy (open or lap)",4A,"Gallbladder, removal of gallbladder (simple)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"4,306","6,473","7,154","3,022","4,819","5,151",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,247","1,736","2,016"
2019,SF801G,"Gallbladder, Various Lesions, Cholecystectomy (open or lap)",4A,"Gallbladder, removal of gallbladder (simple)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,453","1,824","1,998",880,"1,287","1,287",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,565,630,713
2019,SF801G,"Gallbladder, Various Lesions, Cholecystectomy (open or lap)",4A,"Gallbladder, removal of gallbladder (simple)",Public Hospitals/ Centres (Unsubsidised),Ward A,"4,734","5,371","7,455","3,022","3,118","3,616",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,531","2,115","3,242"
2019,SF801G,"Gallbladder, Various Lesions, Cholecystectomy (open or lap)",4A,"Gallbladder, removal of gallbladder (simple)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"4,480","6,067","7,024","2,582","3,616","4,599",-,-,-,-,-,-,-,-,-,-,-,-,"1,644","2,076","2,904"
2019,SF801G,"Gallbladder, Various Lesions, Cholecystectomy (open or lap)",4A,"Gallbladder, removal of gallbladder (simple)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,555","1,666","2,144",939,960,968,-,-,-,-,-,-,-,-,-,-,-,-,611,710,"1,008"
2019,SF801G,"Gallbladder, Various Lesions, Cholecystectomy (open or lap)",4A,"Gallbladder, removal of gallbladder (simple)",Public Hospitals/ Centres (Subsidised),Ward C,"1,219","1,463","2,093",547,577,735,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,585,825,"1,472"
2019,SF803C,"Colon, Various Lesions, Right/Left Hemicolectomy (laparoscopic or open)",5C,"Lower abdomen, partial removal of large intestine",Private Hospitals/ Clinics,Inpatient,"31,692","37,903","48,134","18,752","24,808","30,719","10,700","14,178","16,585","2,500","3,000","3,625","5,327","7,553","10,585",n/a,n/a,n/a,"10,549","14,338","19,612"
2019,SF803C,"Colon, Various Lesions, Right/Left Hemicolectomy (laparoscopic or open)",5C,"Lower abdomen, partial removal of large intestine",Public Hospitals/ Centres (Subsidised),Ward B2,"4,575","5,391","6,496","1,050","1,200","1,287",-,-,-,-,-,-,-,-,-,-,-,-,"3,497","4,210","5,214"
2019,SF803C,"Colon, Various Lesions, Right/Left Hemicolectomy (laparoscopic or open)",5C,"Lower abdomen, partial removal of large intestine",Public Hospitals/ Centres (Subsidised),Ward C,"3,714","4,403","5,722",635,676,750,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"2,987","3,710","5,033"
2019,SF804T,"Tongue, Tongue Tie, Release",1A,"Tongue, correction of tongue tie",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),262,262,262,262,262,262,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0
2019,SF804T,"Tongue, Tongue Tie, Release",1A,"Tongue, correction of tongue tie",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),51,305,462,51,125,300,-,-,-,-,-,-,-,-,-,-,-,-,0,124,180
2019,SF814A,"Abdominal Wall, Epigastric/Umbilical Hernia, Repair (laparoscopic or open)",3A,"Upper abdomen, hernia repair",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),975,"1,121","1,710",631,709,770,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,301,353,487
2019,SF814A,"Abdominal Wall, Epigastric/Umbilical Hernia, Repair (laparoscopic or open)",3A,"Upper abdomen, hernia repair",Public Hospitals/ Centres (Subsidised),Ward B2,"1,029","1,606","2,143",648,648,679,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,379,761,"1,305"
2019,SF814P,"Parotid, Tumor, Superficial Parotidectomy",5C,"Parotid, partial removal for tumor",Private Hospitals/ Clinics,Inpatient,"22,517","27,123","30,679","17,518","21,244","23,542","7,490","10,861","13,488","1,873","2,650","3,305","5,444","7,058","9,113",n/a,n/a,n/a,"4,873","6,271","7,534"
2019,SF814P,"Parotid, Tumor, Superficial Parotidectomy",5C,"Parotid, partial removal for tumor",Public Hospitals/ Centres (Subsidised),Ward B2,"2,123","2,377","2,669","1,050","1,080","1,287",-,-,-,-,-,-,-,-,-,-,-,-,"1,021","1,212","1,493"
2019,SF814P,"Parotid, Tumor, Superficial Parotidectomy",5C,"Parotid, partial removal for tumor",Public Hospitals/ Centres (Subsidised),Ward C,"1,431","1,554","2,007",480,561,735,-,-,-,-,-,-,-,-,-,-,-,-,915,"1,020","1,257"
2019,SF818A,"Abdominal Wall, Inguinal Hernia (infants & children), Herniotomy (Unilateral)",3A,"Lower abdomen, hernia repair for children (one side)",Private Hospitals/ Clinics,Day Surgery,"3,725","5,623","6,891","3,553","5,016","6,513","1,950","2,354","4,815",660,700,"1,000",718,861,"1,821",-,-,-,172,366,561
2019,SF818A,"Abdominal Wall, Inguinal Hernia (infants & children), Herniotomy (Unilateral)",3A,"Lower abdomen, hernia repair for children (one side)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"3,439","3,525","3,582","2,970","3,069","3,114",-,-,-,-,-,-,-,-,-,-,-,-,410,457,519
2019,SF818A,"Abdominal Wall, Inguinal Hernia (infants & children), Herniotomy (Unilateral)",3A,"Lower abdomen, hernia repair for children (one side)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),984,"1,000","1,020",809,857,857,-,-,-,-,-,-,-,-,-,-,-,-,142,157,178
2019,SF819A,"Abdominal Wall, Inguinal/Femoral Hernia, Unilateral Herniorrhaphy (laparoscopic or open)",3B,"Lower abdomen, hernia repair (one side)",Private Hospitals/ Clinics,Inpatient,"10,918","14,154","16,818","8,181","11,131","13,025","3,569","5,350","6,420","1,000","1,250","1,500","3,147","4,143","5,303",n/a,n/a,n/a,"1,897","2,952","4,254"
2019,SF819A,"Abdominal Wall, Inguinal/Femoral Hernia, Unilateral Herniorrhaphy (laparoscopic or open)",3B,"Lower abdomen, hernia repair (one side)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"3,452","4,418","4,680","2,380","3,604","3,663",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,760,881,"1,076"
2019,SF819A,"Abdominal Wall, Inguinal/Femoral Hernia, Unilateral Herniorrhaphy (laparoscopic or open)",3B,"Lower abdomen, hernia repair (one side)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,188","1,341","1,464",752,964,964,-,-,-,-,-,-,-,-,-,0,0,35,344,398,532
2019,SF819A,"Abdominal Wall, Inguinal/Femoral Hernia, Unilateral Herniorrhaphy (laparoscopic or open)",3B,"Lower abdomen, hernia repair (one side)",Public Hospitals/ Centres (Unsubsidised),Ward A,"3,615","4,801","5,443","2,308","2,380","2,999",-,-,-,-,-,-,-,-,-,0,78,104,"1,067","1,924","2,360"
2019,SF819A,"Abdominal Wall, Inguinal/Femoral Hernia, Unilateral Herniorrhaphy (laparoscopic or open)",3B,"Lower abdomen, hernia repair (one side)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"3,546","4,514","5,033","1,944","2,314","3,243",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,221","1,610","2,444"
2019,SF819A,"Abdominal Wall, Inguinal/Femoral Hernia, Unilateral Herniorrhaphy (laparoscopic or open)",3B,"Lower abdomen, hernia repair (one side)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,268","1,534","1,935",763,796,815,-,-,-,-,-,-,-,-,-,0,35,49,430,658,"1,032"
2019,SF819A,"Abdominal Wall, Inguinal/Femoral Hernia, Unilateral Herniorrhaphy (laparoscopic or open)",3B,"Lower abdomen, hernia repair (one side)",Public Hospitals/ Centres (Subsidised),Ward C,868,"1,071","1,382",424,434,551,-,-,-,-,-,-,-,-,-,0,0,35,400,532,834
2019,SF820A,"Abdominal Wall, Inguinal/Femoral Hernia, Bilateral Herniorrhaphy (laparoscopic or open)",4C,"Lower abdomen, hernia repair (both sides)",Private Hospitals/ Clinics,Inpatient,"16,331","19,407","21,705","12,207","15,269","17,752","5,671","7,356","8,560","1,338","1,669","2,000","4,398","5,659","7,283",n/a,n/a,n/a,"2,661","3,606","5,012"
2019,SF820A,"Abdominal Wall, Inguinal/Femoral Hernia, Bilateral Herniorrhaphy (laparoscopic or open)",4C,"Lower abdomen, hernia repair (both sides)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,726","2,228","2,468",880,"1,213","1,287",-,-,-,-,-,-,-,-,-,0,0,94,602,965,"1,230"
2019,SF820A,"Abdominal Wall, Inguinal/Femoral Hernia, Bilateral Herniorrhaphy (laparoscopic or open)",4C,"Lower abdomen, hernia repair (both sides)",Public Hospitals/ Centres (Unsubsidised),Ward A,"7,284","7,678","8,324","4,117","4,552","5,147",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,711","2,487","2,748"
2019,SF820A,"Abdominal Wall, Inguinal/Femoral Hernia, Bilateral Herniorrhaphy (laparoscopic or open)",4C,"Lower abdomen, hernia repair (both sides)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,933","2,198","2,492",850,880,969,-,-,-,-,-,-,-,-,-,33,90,224,817,"1,122","1,261"
2019,SF820A,"Abdominal Wall, Inguinal/Femoral Hernia, Bilateral Herniorrhaphy (laparoscopic or open)",4C,"Lower abdomen, hernia repair (both sides)",Public Hospitals/ Centres (Subsidised),Ward C,"1,406","1,777","2,206",717,760,809,-,-,-,-,-,-,-,-,-,0,0,90,595,971,"1,372"
2019,SF823A,"Abdominal Wall, Ventral/Incisional/Recurrent Hernia, Repair (laparoscopic or open)",4A,"Lower abdomen, hernia repair (recurrent or post-surgery)",Private Hospitals/ Clinics,Inpatient,"13,495","15,919","22,720","9,407","12,349","14,863","4,387","6,420","8,280","1,083","1,500","1,900","3,330","4,217","5,803",n/a,n/a,n/a,"2,994","4,168","6,721"
2019,SF823A,"Abdominal Wall, Ventral/Incisional/Recurrent Hernia, Repair (laparoscopic or open)",4A,"Lower abdomen, hernia repair (recurrent or post-surgery)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,957","2,665","3,428",932,960,"1,287",-,-,-,-,-,-,-,-,-,0,43,555,707,"1,318","1,859"
2019,SF823A,"Abdominal Wall, Ventral/Incisional/Recurrent Hernia, Repair (laparoscopic or open)",4A,"Lower abdomen, hernia repair (recurrent or post-surgery)",Public Hospitals/ Centres (Subsidised),Ward C,"1,786","2,368","3,340",529,555,735,-,-,-,-,-,-,-,-,-,0,0,162,835,"1,490","2,345"
2019,SF832A,"Anus, Fistula-in-ano (high), Fistulectomy & Colostomy, or complex and recurrent fistulectomy",3C,"Lower abdomen, removal of tract from anus with diversion of large intestine away from anus (complex)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,000","1,223","1,357",719,861,908,-,-,-,-,-,-,-,-,-,-,-,-,337,379,448
2019,SF833A,"Anus, Fistula-in-ano, Excision/ Fistulectomy",2B,"Lower abdomen, removal of tract from anus (simple)",Private Hospitals/ Clinics,Day Surgery,"6,083","6,834","7,647","4,827","5,545","6,278","2,675","3,210","3,252",669,750,803,"1,353","1,700","2,000",-,-,-,892,"1,277","1,607"
2019,SF833A,"Anus, Fistula-in-ano, Excision/ Fistulectomy",2B,"Lower abdomen, removal of tract from anus (simple)",Private Hospitals/ Clinics,Inpatient,"7,306","8,582","9,597","4,969","6,226","7,059","2,140","3,210","3,891",634,750,866,"1,592","2,347","2,629",n/a,n/a,n/a,"1,856","2,295","2,986"
2019,SF833A,"Anus, Fistula-in-ano, Excision/ Fistulectomy",2B,"Lower abdomen, removal of tract from anus (simple)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"1,919","2,284","2,535","1,257","1,497","1,666",-,-,-,-,-,-,-,-,-,-,-,-,612,754,937
2019,SF833A,"Anus, Fistula-in-ano, Excision/ Fistulectomy",2B,"Lower abdomen, removal of tract from anus (simple)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),646,702,792,358,419,466,-,-,-,-,-,-,-,-,-,-,-,-,258,308,355
2019,SF833A,"Anus, Fistula-in-ano, Excision/ Fistulectomy",2B,"Lower abdomen, removal of tract from anus (simple)",Public Hospitals/ Centres (Unsubsidised),Ward A,"2,386","3,060","3,839","1,239","1,427","1,666",-,-,-,-,-,-,-,-,-,-,-,-,936,"1,396","2,098"
2019,SF833A,"Anus, Fistula-in-ano, Excision/ Fistulectomy",2B,"Lower abdomen, removal of tract from anus (simple)",Public Hospitals/ Centres (Subsidised),Ward B2,750,946,"1,289",358,399,466,-,-,-,-,-,-,-,-,-,-,-,-,374,495,841
2019,SF833A,"Anus, Fistula-in-ano, Excision/ Fistulectomy",2B,"Lower abdomen, removal of tract from anus (simple)",Public Hospitals/ Centres (Subsidised),Ward C,645,812,989,220,239,368,-,-,-,-,-,-,-,-,-,-,-,-,354,505,685
2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Private Hospitals/ Clinics,Clinics,"3,544","3,694","3,908","2,474","3,103","3,210","1,947","3,071","3,178",n/a,n/a,n/a,32,32,32,-,-,-,480,484,880
2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Private Hospitals/ Clinics,Day Surgery,"6,419","7,336","8,196","5,343","6,024","6,740","2,976","3,210","3,764",750,803,936,"1,380","1,670","2,182",-,-,-,859,"1,244","1,546"
2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Private Hospitals/ Clinics,Inpatient,"8,330","9,851","11,374","5,926","6,888","8,008","2,996","3,424","4,280",750,875,"1,000","1,957","2,428","2,928",n/a,n/a,n/a,"1,922","2,462","3,352"
2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"2,343","2,892","3,177","1,554","1,847","2,103",-,-,-,-,-,-,-,-,-,-,-,-,719,875,"1,140"
2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),752,827,943,462,487,582,-,-,-,-,-,-,-,-,-,-,-,-,280,331,393
2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Public Hospitals/ Centres (Unsubsidised),Ward A,"3,313","3,533","3,703","1,474","1,824","2,103",-,-,-,-,-,-,-,-,-,-,-,-,"1,299","1,621","2,009"
2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Public Hospitals/ Centres (Unsubsidised),Ward B1,"2,781","3,020","3,592","1,287","1,678","1,919",-,-,-,-,-,-,-,-,-,-,-,-,"1,024","1,359","1,786"
2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Public Hospitals/ Centres (Subsidised),Ward B2,823,"1,008","1,275",462,467,582,-,-,-,-,-,-,-,-,-,-,-,-,369,500,768
2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Public Hospitals/ Centres (Subsidised),Ward C,673,842,"1,027",278,333,462,-,-,-,-,-,-,-,-,-,-,-,-,354,503,650
2019,SF837A,"Anus, Hemorrhoids,Stapled haemorrhoidectomy",3A,"Lower abdomen, removal of piles with staples",Private Hospitals/ Clinics,Day Surgery,"8,074","8,795","9,949","6,542","7,010","7,423","3,745","3,745","3,852",875,875,936,"1,842","2,266","2,713",-,-,-,"1,228","1,923","2,379"
2019,SF837A,"Anus, Hemorrhoids,Stapled haemorrhoidectomy",3A,"Lower abdomen, removal of piles with staples",Private Hospitals/ Clinics,Inpatient,"9,065","9,927","11,332","6,541","7,292","8,538","3,210","3,745","4,280",750,803,"1,000","2,290","2,764","3,836",-,-,-,"1,970","2,650","3,198"
